mineke_lemma_id	mineke_lemma	mineke_entry_number	mineke_image_filenames	mineke_max_page_number	meineke_source_text_version_id	meineke_source_variant	meineke_notes	meineke_text_hash	match_billerbeck_lemma_id	match_billerbeck_lemma	match_billerbeck_entry_number	match_billerbeck_id	match_similarity	match2_billerbeck_lemma_id	match2_billerbeck_lemma	match2_similarity	similarity_delta	normalized_mineke	normalized_match
135555	Ἀζεύται		meineke_page_051.jpg	51	8721	ocr	OCR from image meineke_page_051.jpg (id=1223)	d7367ad707111d588847aeb5c946413e9b0a4962279414812499df810de3f3b8	61123	Ἀζειῶται	73	Α73	0.750000	102823	Ἀφεταί	0.714286	0.035714	αζευται	αζειωται
135559	Ἀψωρεάτις / Ἀψωρεῖς	1	meineke_page_052.jpg	52	8725	ocr	OCR from image meineke_page_052.jpg (id=1224)	b44f6db680980ac0f920d8413c2e5a95061f76714167986de0a5cdac265fc290	2079	Καισάρεια	16	Κ16	0.437500	11094	Νεοκαισάρεια	0.437500	0.000000	αψωρεατισαψωρεισ	καισαρεια
135562	Ἀθαραφβις / Ἀθαραφβίς	4	meineke_page_052.jpg	52	8728	ocr	OCR from image meineke_page_052.jpg (id=1224)	8fc1452718f7ceb1e730a044e6894e5278cdeb008743929cfffcf903be5865f4	61129	Ἀθάρραβις	79	Α79	0.500000	2473	Κάραλλις ἢ Καράλλεια	0.444444	0.055556	αθαραφβισαθαραφβισ	αθαρραβισ
135564	Ἀθηναῖος	1	meineke_page_053.jpg	53	8730	ocr	OCR from image meineke_page_053.jpg (id=1225)	751fca78ccaba696f4dded82becd3b50cf885b53fcd69d8fe49a5c5c98bf1b22	61130	Ἀθῆναι	80	Α80	0.750000	3555	Κυδαθήναιον	0.636364	0.113636	αθηναιοσ	αθηναι
135565	Λιάδας		meineke_page_054.jpg	54	8731	ocr	OCR from image meineke_page_054.jpg (id=1226)	f523444cfd07966f4cc7944042c2e3817868425596dcf580216907f92d772b24	8895	Λίνδος	73	Λ73	0.666667	8903	Λίχανδος	0.625000	0.041667	λιαδασ	λινδοσ
135567	Λάμνον		meineke_page_054.jpg	54	8733	ocr	OCR from image meineke_page_054.jpg (id=1226)	9fd610fd7d276c7b7adbd7a713b190df56d2e3c8f33e392783e520b6100b93b1	32030	Σάμνιον	39	Σ39	0.714286	8031	Λάμψος	0.666667	0.047619	λαμνον	σαμνιον
135577	Μηλοβότιεια & Αἴγειρα	1	meineke_page_058.jpg	58	8743	ocr	OCR from image meineke_page_058.jpg (id=1230)	97022b6751dad9233cb95aedad04efd0b5100d829f5299429a7ee49d88d651d3	12823	Ὀλόβαγρα	49	Ο49	0.388889	41976	Στάγειρα	0.388889	0.000000	μηλοβοτιειααιγειρα	ολοβαγρα
135586	Αἰγίλυμ		meineke_page_060.jpg	60	8752	ocr	OCR from image meineke_page_060.jpg (id=1232)	2ba5611111d41cac28901d0df5bcff2c066b6ae389517eb172eb687179be1e1a	61151	Αἰγιλιά	102	Α102	0.714286	61152	Αἰγίλιψ	0.714286	0.000000	αιγιλυμ	αιγιλια
135587	Αἰγίλιπος		meineke_page_061.jpg	61	8753	ocr	OCR from image meineke_page_061.jpg (id=1233)	826ac54989464e82934d179bc2f0119aa67e80fae61414f7af77450afcde04d7	61149	Αἰγιαλός	100	Α100	0.666667	61151	Αἰγιλιά	0.666667	0.000000	αιγιλιποσ	αιγιαλοσ
135588	Αἴγινα		meineke_page_061.jpg	61	8754	ocr	OCR from image meineke_page_061.jpg (id=1233)	1e55346eddab65d0a369e11bb3f9519d902942852eafae5df9fd292c0d3d06d3	61154	Αἴγιναι γ	105	Α105	0.750000	28336	Πίγινδα	0.714286	0.035714	αιγινα	αιγιναιγ
135599	Αἰξιή		meineke_page_065.jpg	65	8765	ocr	OCR from image meineke_page_065.jpg (id=1237)	b674abf51b884fb109b01e2639773dbe783935403426abff679f9afc2f6eecc6	61167	Αἰζική	118	Α118	0.666667	61138	Αἰανή	0.600000	0.066667	αιξιη	αιζικη
135602	Αἰθαλιδεύς		meineke_page_065.jpg	65	8768	ocr	OCR from image meineke_page_065.jpg (id=1237)	f4713ea7b9bc10f315c3f8987bd20c718c3f08d80d4fd8e9a7022c363cd97368	61170	Αἰθαλίδαι	121	Α121	0.700000	96977	Ἀρδαλίδες	0.700000	0.000000	αιθαλιδευσ	αιθαλιδαι
135607	Αἰθιοπία		meineke_page_067.jpg	67	19067	ocr	OCR from image meineke_page_073.jpg (id=1245)	0fc640c8522dfe39037c2a4c24761f8309685dfada9f2fc5e0965df200acb988	61172	Αἰθικία	123	Α123	0.750000	61151	Αἰγιλιά	0.625000	0.125000	αιθιοπια	αιθικια
135608	Αἰλυσαεύς		meineke_page_067.jpg	67	8774	ocr	OCR from image meineke_page_067.jpg (id=1239)	55a7efd80238873b795f8d3361c3d04a9ca9f854e3eab83b9999e3119f277774	61175	Αἰθυσσεῖς	126	Α126	0.666667	61042	Ὑσαεῖς	0.555556	0.111111	αιλυσαευσ	αιθυσσεισ
135609	Αἰχαλων		meineke_page_067.jpg	67	8775	ocr	OCR from image meineke_page_067.jpg (id=1239)	627072eb589db0643a94f5f8d29af00b661cb41eea6bbd7981180dec00e5e527	61176	Αἴκαλον	127	Α127	0.714286	99865	Ἀσκάλων	0.714286	0.000000	αιχαλων	αικαλον
135616	Αἰνόθεν		meineke_page_071.jpg	71	8782	ocr	OCR from image meineke_page_071.jpg (id=1243)	6339a650eda21125400fd4e72faf4ad4a1a0760534f973004fb2e4bd876078bc	61158	Αἰγόσθενα	109	Α109	0.666667	8896	Λίνον	0.571429	0.095238	αινοθεν	αιγοσθενα
135626	Αἰμονο-		meineke_page_075.jpg	75	8792	ocr	OCR from image meineke_page_075.jpg (id=1247)	f6efd89523ee036714eb4b8175f822738995884b642bd98b64ddfbb1d628e7c6	61132	Ἅθμονον	82	Α82	0.714286	61179	Αἱμονία	0.714286	0.000000	αιμονο	αθμονον
135642	Αἰῶον		meineke_page_080.jpg	80	8808	ocr	OCR from image meineke_page_080.jpg (id=1252)	cabf175f22b19f823d0793e9e9812635a1b1f2f3940df4cd6c0b7ed70a1a4525	61157	Αἴγιον	108	Α108	0.666667	82897	Ἀλώιον	0.666667	0.000000	αιωον	αιγιον
135647	Ἀκαλησσοῦς / Ἀκαλήσους	3	meineke_page_081.jpg	81	8813	ocr	OCR from image meineke_page_081.jpg (id=1253)	3f26b6e4a951b322775fb9807279f1973ce7e05a65c2e44c40d322bfdef02ec6	61198	Ἀκαλησσός	149	Α149	0.473684	2635	Καύκασος	0.421053	0.052632	ακαλησσουσακαλησουσ	ακαλησσοσ
135661	Ἀκχαβικὸν τεῖχος / Ἀκμονία		meineke_page_085.jpg	85	8827	ocr	OCR from image meineke_page_085.jpg (id=1257)	52a23db66e53e13e2cd59400956bf87d4dad6af518ff9bb0f2c84be739f23078	61210	Ἀκκαβικὸν τεῖχος	161	Α161	0.636364	2486	Καρικὸν τεῖχος	0.545455	0.090909	ακχαβικοντειχοσακμονια	ακκαβικοντειχοσ
135664	Ἀκούειτα		meineke_page_086.jpg	86	8830	ocr	OCR from image meineke_page_086.jpg (id=1258)	99b37b03eb5c4e9abc21fcc1fda44c9ac1fc660de98d7be228b1b67853e5fdd0	61214	Ἀκούτεια	165	Α165	0.750000	80205	Ἀκυλῖνα	0.625000	0.125000	ακουειτα	ακουτεια
135665	Ἀκουνιτανοί	1	meineke_page_087.jpg	87	8831	ocr	OCR from image meineke_page_087.jpg (id=1259)	412eb06f23134d23ad9086ba0b4c8a4de0cd79d8cb928659abe31098d8ef343d	102761	Ἀσπουργιανοί	487	Α487	0.583333	145224	Φρουρεντανοί	0.583333	0.000000	ακουνιτανοι	ασπουργιανοι
135670	Ἀκορθωοι	3	meineke_page_088.jpg	88	8836	ocr	OCR from image meineke_page_088.jpg (id=1260)	0599fa0552126929767ac5e63a83c4aa64c0bfcbf69f9b9e940f3db19984f3cf	80196	Ἀκρόθωοι	170	Α170	0.750000	3266	Κοραξοί	0.625000	0.125000	ακορθωοι	ακροθωοι
135671	Ἀκοροθιρνθος	4	meineke_page_088.jpg	88	8837	ocr	OCR from image meineke_page_088.jpg (id=1260)	38736f82fd99eab374763be3e3befc709fea1f37ff9c2b28cbb9be494ad367d4	3269	Κόρινθος	161	Κ161	0.666667	80197	Ἀκροκόρινθος	0.666667	0.000000	ακοροθιρνθοσ	κορινθοσ
135672	Ἀκρολιμνα	5	meineke_page_088.jpg	88	8838	ocr	OCR from image meineke_page_088.jpg (id=1260)	c64085f37eda818dd31077948a279ffa3c87037a8d0501799d2616ab5ec7eb51	80205	Ἀκυλῖνα	179	Α179	0.666667	2333	Κάλυμνα	0.555556	0.111111	ακρολιμνα	ακυλινα
135691	Ἀλακομενίᾳ - Ἀλακομενίας		meineke_page_094.jpg	94	8857	ocr	OCR from image meineke_page_094.jpg (id=1266)	ad72c3c44541cad5d1a48664728cb9e113b44acbb71d61d9847da6fc095bb1b9	80217	Ἀλαλκομένιον	191	Α191	0.476190	80242	Ἀλκομεναί	0.428571	0.047619	αλακομενιααλακομενιασ	αλαλκομενιον
135692	Ἀλαμανοί		meineke_page_094.jpg	94	8858	ocr	OCR from image meineke_page_094.jpg (id=1266)	02a60fe3953e1921986cb838e3a1fe348fdf4a962377ae50bf622b01f80e252e	82918	Ἀμαραντοί	258	Α258	0.666667	96957	Ἀρβαξανοί	0.666667	0.000000	αλαμανοι	αμαραντοι
135693	Ἀλανός		meineke_page_094.jpg	94	8859	ocr	OCR from image meineke_page_094.jpg (id=1266)	29d32d69ec32c325c53bcfc48797bac6ab7f72b6fada51a7187d78e37b75a2ad	8977	Μαλάνιος	36	Μ36	0.750000	135363	Φάλανθος	0.750000	0.000000	αλανοσ	μαλανιοσ
135694	Ἀλαφῶδοι		meineke_page_094.jpg	94	8860	ocr	OCR from image meineke_page_094.jpg (id=1266)	30a51f367469414d3ace662553205feacc4a451dbc7852fa982d9dca756538fb	82919	Ἀμαρδοί	259	Α259	0.625000	96954	Ἀραχωτοί	0.625000	0.000000	αλαφωδοι	αμαρδοι
135700	ἐστι καὶ Θετταλίας. καὶ ἄλλη Καφητανῶν ἔθνος Κελτικὸν.	1	meineke_page_095.jpg	95	8866	ocr	OCR from image meineke_page_095.jpg (id=1267)	cfa8a6801ef1bb4f7e1f1d1c0b4f47d1acb144fcd8511df69e64b8b4bf1eedbc	39863	Σκορδίσκοι καὶ Σκίρτιοι	215	Σ215	0.288889	102796	Ἀτροπατία καὶ Ἀτροπάτιος	0.288889	0.000000	εστικαιθετταλιασκαιαλληκαφητανωνεθνοσκελτικον	σκορδισκοικαισκιρτιοι
135701	Ἀλεξάνδρειαι πόλεις ὀκτωκαίδεκα. πρώτη ἡ Αἰγυπτία	2	meineke_page_095.jpg	95	8867	ocr	OCR from image meineke_page_095.jpg (id=1267)	c8c8cd4796dde9baea671a5b707ef27956a8093de75679537d65cb61fd666185	2473	Κάραλλις ἢ Καράλλεια	71	Κ71	0.279070	7642	Λαδεψοί καὶ Τρανιψοί	0.279070	0.000000	αλεξανδρειαιπολεισοκτωκαιδεκαπρωτηηαιγυπτια	καραλλισηκαραλλεια
135702	ἀστικοί		meineke_page_096.jpg	96	8868	ocr	OCR from image meineke_page_096.jpg (id=1268)	6ddd8459b5d22bf8a6699f2f02a63d7e198ddd5b917c52079537ee5a65e525b2	99847	Ἀρτακοί	458	Α458	0.714286	102771	Ἀστακός	0.714286	0.000000	αστικοι	αρτακοι
135703	Ἀλεξανδρεύς		meineke_page_097.jpg	97	8869	ocr	OCR from image meineke_page_097.jpg (id=1269)	667ec3bae9526bb5f39de8a46c9be64a3b0ed4f3f3af20b6612d52f195044934	11086	Νεάνδρεια	25	Ν25	0.545455	32013	Σαλγανεύς	0.545455	0.000000	αλεξανδρευσ	νεανδρεια
135713	Ἀλιμούντιον		meineke_page_100.jpg	100	8879	ocr	OCR from image meineke_page_100.jpg (id=1272)	6f237b9f3750d3616d1411251a067976d6c5946a129f46192e90291bfa763b42	8423	Λαούντιον	39	Λ39	0.727273	30039	Πλούτιον	0.636364	0.090909	αλιμουντιον	λαουντιον
135718	Ἀλιφρηνα		meineke_page_100.jpg	100	8884	ocr	OCR from image meineke_page_100.jpg (id=1272)	ae48b033c4c8dc46df3100a96aa41aba4bd9b2152df95a9adb26fd34e79eb406	80241	Ἀλίφηρα	215	Α215	0.750000	80234	Ἁλίκυρνα	0.625000	0.125000	αλιφρηνα	αλιφηρα
135721	Ἀλαντι		meineke_page_101.jpg	101	8887	ocr	OCR from image meineke_page_101.jpg (id=1273)	e9a4535bdcdeb65a1d653b065e896b5938f403b84f74f404a3d9d5aeb6ad9246	61053	Ἀβαντίς	3	Α3	0.714286	80244	Ἀλλάντη	0.714286	0.000000	αλαντι	αβαντισ
135723	Ἀλλόβρυγες		meineke_page_101.jpg	101	8889	ocr	OCR from image meineke_page_101.jpg (id=1273)	ee7f462e6f352bce6ddd88ecf2040d0460127818cff81b61bddd4005e1fb29a9	32017	Σάλλυες	26	Σ26	0.500000	82935	Ἀμοργός	0.500000	0.000000	αλλοβρυγεσ	σαλλυεσ
135724	Ἁλμυρή		meineke_page_101.jpg	101	8890	ocr	OCR from image meineke_page_101.jpg (id=1273)	e8f90028e57d506939621128f2bffcbb71cca603a75a66370e4e6fc103b8934e	25138	Πάλμυρα	6	Π6	0.714286	80246	Ἀλμήνη	0.666667	0.047619	αλμυρη	παλμυρα
135727	Ἀλιμπος	1	meineke_page_102.jpg	102	8893	ocr	OCR from image meineke_page_102.jpg (id=1274)	824fec932ceddfcd9eeafc5e6370672213c3125c707556098fd4d83b5134849f	12834	Ὄλυμπος	60	Ο60	0.714286	61180	Αἷμος	0.714286	0.000000	αλιμποσ	ολυμποσ
135728	Ἀλοννησος	2	meineke_page_102.jpg	102	8894	ocr	OCR from image meineke_page_102.jpg (id=1274)	1f7a40b279bade05ba7095d31bbc04f44c04e5d1c7ede7ecc368ec02b2b0517e	11033	Μυόννησος	243	Μ243	0.777778	99802	Ἄρεος νῆσος	0.700000	0.077778	αλοννησοσ	μυοννησοσ
135729	Ἀλόπη (Θεσσαλίας)	3	meineke_page_102.jpg	102	8895	ocr	OCR from image meineke_page_102.jpg (id=1274)	f13733cdc65a7bb4f12a57e8d8e3b794a8b28a4800d5ef752d2dbcf6b8a23159	20802	Θεσσαλία	35	Θ35	0.571429	3292	Κοσσαία	0.428571	0.142857	αλοπηθεσσαλιασ	θεσσαλια
135732	Ἀλπειεῖς		meineke_page_103.jpg	103	8898	ocr	OCR from image meineke_page_103.jpg (id=1275)	6394b89bd8ea9f10b896ea85b11ed3360a4f8c75a07cf2f50d45829487614308	80230	Ἁλιεῖς	204	Α204	0.750000	26704	Πεδιεῖς	0.625000	0.125000	αλπειεισ	αλιεισ
135743	Ἀλωάδαι		meineke_page_105.jpg	105	8909	ocr	OCR from image meineke_page_105.jpg (id=1277)	e80170cff5c272bebecd6f20d5976b5d29f83d20a11e99a5f21d6e3e80fadb82	121784	Γαλάδραι	20	Γ20	0.625000	25140	Παμβωτάδαι	0.600000	0.025000	αλωαδαι	γαλαδραι
135746	Ἀλωπεκεύς / Ἀλωπεκεία / Ἀλωπεκώννησος		meineke_page_105.jpg	105	8912	ocr	OCR from image meineke_page_105.jpg (id=1277)	32386223f34eec5f73da16731cc3bb58d7566de2959ce6f009d7623d316e20c5	82902	Ἀλωπεκόννησος	242	Α242	0.387097	26718	Πελοπόννησος	0.322581	0.064516	αλωπεκευσαλωπεκειααλωπεκωννησοσ	αλωπεκοννησοσ
135750	Βουσιτια.		meineke_page_106.jpg	106	8916	ocr	OCR from image meineke_page_106.jpg (id=1278)	aea9f36c12d9de11a871940355ea71cc9d05f776ef604e33910524e62a57d111	115318	Βούσιρις	154	Β154	0.750000	8447	Λουσιτανία	0.700000	0.050000	βουσιτια	βουσιρισ
135752	Ἀμαζώνιον – Ἀμάθεια – Ἀμαθούς – Ἀμαλκῖται – Ἀμαμασσός – Ἄμανον – Ἀμαντίς		meineke_page_107.jpg	107	8918	ocr	OCR from image meineke_page_107.jpg (id=1279)	83773da68912b7458297c4fcc230e132b7e0dbe5addc7afa370f680935996b1b	22188	Ἰάων καὶ Ἰήων. καὶ ῥῆμα ἰαονίζω, ἀφ᾽ οὗ τὸ ἰαονιστὶ ἐπίρρημα. ἐκ δὲ τοῦ Ἰάων τὸ Ἰάν. λέγεται καὶ θηλυκῶς Ἰάς καὶ Ἰαονίς.	17	Ι17	0.279570	8485	Μαδιηνοί καὶ Μαδιανῖται	0.259259	0.020311	αμαζωνιοναμαθειααμαθουσαμαλκιταιαμαμασσοσαμανοναμαντισ	ιαωνκαιιηωνκαιρημαιαονιζωαφ᾽ουτοιαονιστιεπιρρημαεκδετουιαωντοιανλεγεταικαιθηλυκωσιασκαιιαονισ
135753	Ἄμαντες	1	meineke_page_108.jpg	108	8919	ocr	OCR from image meineke_page_108.jpg (id=1280)	480fbdafc86420888c4e66b80cc0a091c279d62c22ac000497429e33e59b02e4	102790	Ἄτλαντες	520	Α520	0.750000	60998	Ὕαντες	0.714286	0.035714	αμαντεσ	ατλαντεσ
135766	Αμβρακιεύς		meineke_page_110.jpg	110	8932	ocr	OCR from image meineke_page_110.jpg (id=1282)	88f5f05ade4ccfd30fe4cebe180c8f417ea4cb169cc565f979b475844643786c	82925	Ἀμβρακία	265	Α265	0.700000	82926	Ἄμβρακος	0.700000	0.000000	αμβρακιευσ	αμβρακια
135776	Ἄμφολον	5	meineke_page_111.jpg	111	8942	ocr	OCR from image meineke_page_111.jpg (id=1283)	a0f59525ee9910c36636263fa89600db26a35793c8cd8881fe0dc5d6d19b1c0c	82952	Ἀμφίδολοι	292	Α292	0.666667	12844	Ὀμφάλιον	0.625000	0.041667	αμφολον	αμφιδολοι
135783	Ἀμυν-		meineke_page_113.jpg	113	8949	ocr	OCR from image meineke_page_113.jpg (id=1285)	5caf144d46af3427545aff7ff5a9bf154299f7c4c8c250302491b9daa89c37ba	44219	Τάμυνα	14	Τ15	0.666667	82941	Ἀμυδών	0.666667	0.000000	αμυν	ταμυνα
135796	Ἀμφρεύς	4	meineke_page_116.jpg	116	8962	ocr	OCR from image meineke_page_116.jpg (id=1288)	a71c33ad574b5d7e9e47ded867cb9a7278de4ec7da18e5a51c87d3555c2f3fae	3086	Καφηρεύς	141	Κ141	0.625000	85667	Ἄμφρυσος	0.625000	0.000000	αμφρευσ	καφηρευσ
135807	Ἀναυνία		meineke_page_118.jpg	118	8973	ocr	OCR from image meineke_page_118.jpg (id=1290)	1f9a0207f230868d6033b8bfa3a8e8892b7642c8ad47e28923cde2880e5d4c11	11078	Ναρνία	17	Ν17	0.714286	61121	Ἀζανία	0.714286	0.000000	αναυνια	ναρνια
135808	Ἀνθανιεύς / Ἀνθανία / Ἀνθανίανες	1	meineke_page_119.jpg	119	8974	ocr	OCR from image meineke_page_119.jpg (id=1291)	a7f8663708dbefa87764ca91734190219c894fbb4bef42ea96b31d4906e9da59	135357	Φαίαξ καὶ Φαιακία	5	Φ5	0.346154	80215	Ἁλαὶ Ἀραφηνίδες καὶ Ἁλαὶ Αἰξωνίδες	0.333333	0.012821	ανθανιευσανθανιαανθανιανεσ	φαιαξκαιφαιακια
135810	Ἀνθύλεια	3	meineke_page_119.jpg	119	8976	ocr	OCR from image meineke_page_119.jpg (id=1291)	f9c00c2505dca55f02cb35311afe763190f554ef87d518def9441eb86fd66c7d	85685	Ἄνθεια	317	Α317	0.750000	85690	Ἄνθυλλα	0.750000	0.000000	ανθυλεια	ανθεια
135819	Ἀνθινή		meineke_page_122.jpg	122	8985	ocr	OCR from image meineke_page_122.jpg (id=1294)	b847f8cf337c9d81697cd1126cea4f4ec30e73318c0764e3a07a0d3f2f132de3	85684	Ἀνθάνα	316	Α316	0.666667	85688	Ἀνθήλη	0.666667	0.000000	ανθινη	ανθανα
