mineke_lemma_id	mineke_lemma	mineke_entry_number	biller_match_lemma_id	biller_match_lemma	biller_match_billerbeck_id	biller_match_entry_number	biller_match_similarity	headword_match_greek_headword	headword_match_billerbeck_id	headword_match_meineke_id	headword_match_nodegoat_id	headword_match_similarity	headword_target_lemma_id	agree_target
135638	Αἴσαι		61190	Αἰραί	Α141	141	0.800000	Αἰγαί	Α94	38.9	ngWD1m081YDm1XDWiXF82FDLAHPK3EjvLXEgjADE	0.800000		0
135671	Ἀκοροθιρνθος	4	3269	Κόρινθος	Κ161	161	0.666667	Ἀκροκόρινθος	Α171	63.17	ngVC8t788XMl8WCVhW851ECOZVuKlDiuKXNf8ZCV	0.666667	80197	0
135680	Ἄκυνθος		7222	Κύνθος	Κ266	266	0.857143	Ζάκυνθος	Ζ8	294.3	ngZG6H586ZGpjAGNlBS38IGMDZSOpHmIOZHjjDGN	0.875000		0
135692	Ἀλαμανοί		82918	Ἀμαραντοί	Α258	258	0.666667	Ἀλαμανοί	Α192	69.3	ngUB0s889WBk1VBUgWN6gDBpYFNI3ChtJV8ehYBo	1.000000		0
135693	Ἀλανός		8977	Μαλάνιος	Μ36	36	0.750000	Ἀλανός	Α193	69.4	ngVC0H980XCliWCVhVE71ECqZGOJ1DiuKV9fiZCN	1.000000		0
135694	Ἀλαφῶδοι		82919	Ἀμαρδοί	Α259	259	0.625000	Ἀλαρόδιοι	Α194	69.5	ngWD1m081YDm1XDWiXv82FDLAHPK3EjvLXEgjADI	0.666667		0
135699	Ἄλκεα		80225	Ἀλέα		199	0.800000	Ἀλέα	Α199	69.20	ngBI1X586DSrmCIrnBU35KKmFBaP9JoUQC5llFIF	0.800000		0
135700	ἐστι καὶ Θετταλίας. καὶ ἄλλη Καφητανῶν ἔθνος Κελτικὸν.	1	39863	Σκορδίσκοι καὶ Σκίρτιοι	Σ215	215	0.288889	Ἀτροπατία καὶ Ἀτροπάτιος	Α526	143.22	ngCJ4G283CTsnDJUoEV02LJRGEVRsKpHRCUmnGJU	0.288889	102796	0
135701	Ἀλεξάνδρειαι πόλεις ὀκτωκαίδεκα. πρώτη ἡ Αἰγυπτία	2	2473	Κάραλλις ἢ Καράλλεια	Κ71	71	0.279070	Τριποδίσκος καὶ Τριποδίσκοι	Τ195	637.1	ngDK4H384DKtpEKHpDM13MKAHDWStLqISDLnpHKH	0.302326	51032	0
135703	Ἀλεξανδρεύς		11086	Νεάνδρεια	Ν25	25	0.545455	Ἀλεξάνδρειαι	Α200	70.8	ngCJ1U687DTspDJKoC74mLJRGNVQnKpHRC6m7GJC	0.750000		0
135705	Ἀλδαία		80228	Ἀλθαία		202	0.833333	Ἀλθαία	Α202	73.3	ngEL1E889Ebu3FLSqFX6oNLXIEdTuMrFTEco3ILS	0.833333		0
135723	Ἀλλόβρυγες		32017	Σάλλυες	Σ26	26	0.500000	Ἀλλόβρυγες	Α221	76.6	ngWD3A687Xtm9XDIiYF4gFDTAWPLmEjBLXug9ADI	1.000000		0
135727	Ἀλιμπος	1	12834	Ὄλυμπος	Ο60	60	0.714286	Αἷμος	Α131	50.8	ngHO4H788IuxsIOTtIA57QOILIgWxPuIWI7rsLOT	0.714286	61180	0
135728	Ἀλοννησος	2	11033	Μυόννησος	Μ243	243	0.777778	Ἁλόννησος	Α225	77.4	ngAH4E081Axq3BHWmCT8kJHPEBTPqInFPAyk3EHW	1.000000		0
135752	Ἀμαζώνιον – Ἀμάθεια – Ἀμαθούς – Ἀμαλκῖται – Ἀμαμασσός – Ἄμανον – Ἀμαντίς		22188	Ἰάων καὶ Ἰήων. καὶ ῥῆμα ἰαονίζω, ἀφ᾽ οὗ τὸ ἰαονιστὶ ἐπίρρημα. ἐκ δὲ τοῦ Ἰάων τὸ Ἰάν. λέγεται καὶ θηλυκῶς Ἰάς καὶ Ἰαονίς.	Ι17	17	0.279570	Ἁλαὶ Ἀραφηνίδες καὶ Ἁλαὶ Αἰξωνίδες	Α189	67.10	ngRY0J586RYh5SYRdRA3dAYEVSKGhZeKGRZb5VYR	0.259259	80215	0
135783	Ἀμυν-		44219	Τάμυνα	Τ15	14	0.666667	Ἀμυδών	Α281	87.12	ngFM9z788GsvsGMBrF859OMUJFYUvNsaUG7psJMB	0.666667	82941	0
135796	Ἀμφρεύς	4	3086	Καφηρεύς	Κ141	141	0.625000	Ἄμφρυσος	Α299	91.9	ngBI1X586DSrnCIJnC63nKKmFBaP9JoYQCJl8FIX	0.625000	85667	0
135807	Ἀναυνία		11078	Ναρνία	Ν17	17	0.714286	Ἀζανία	Α71	30.15	ngVC8t788XMl8WCVhW852ECIZXOKlDiuKXNf8ZCV	0.714286	61121	0
135808	Ἀνθανιεύς / Ἀνθανία / Ἀνθανίανες	1	135357	Φαίαξ καὶ Φαιακία	Φ5	5	0.346154	Ἀρδαλίδες καὶ Ἀρδαλιώτιδες	Α407	115.13	ngJQ2F384KQzvKQJvJS16SQONKCYzRwGYKRtvNQJ	0.346154		0
135838	Ἀντιφελλος καὶ Φελλός		85706	Ἀντίφελλος		338	0.526316	Ἀντίφελλος καὶ Φελλός	Α338	101.6	ngOV5A485OVeyPVKaPn28XVnSPnDeWbBDOWyySVK	1.000000		0
135856	Ἄπις	1	11073	Νάπις	Ν12	12	0.800000	Ἀσπίς	Α485	134.15	ngNU0F182OUd1OUdzNm9zWUmRNmCdVaGCOVx1RUd	0.800000	105722	0
135883	Ἀράβασσοι		2055	Καβασσός	Κ2	2	0.666667	Ἀκαρασσός	Α154	58.6	ngEL7y081ELupFLSqF182NLJIEXTuMrzTEMopILS	0.666667	61203	0
135886	Ἄβις		20845	Ἴαβις	Ι1	1	0.800000	Ἄρβις	Α390	111.8	ngSZ0K687Spi7TZKeUL47BZXWSLHiAfLHSqc7WZK	0.800000	96960	0
135888	Ἀβρων		6659	Ἑβρών	Ἑ4	4	0.800000	Ἐβρών	Ε4	260.1	ngJQ7z586Jwz5KQJvJS3wSQWNLCYzRwaYJ5t5NQJ	0.800000		0
135894	Ἀργέου νῆσος	3	99802	Ἄρεος νῆσος	Α413	413	0.818182	Ἀργέου νῆσος	Α397	112.7	ngZG1V384BQplAGLlZ416IGMDKSNlHmuOZxj5DGZ	1.000000	96967	0
135905	Ἀφδαλίδες		96977	Ἀρδαλίδες		407	0.888889	Δαιδαλίδαι	Δ6	216.19	ngMT2I687NDczNTIyOV46VTNQMlBcUzJBNEwzQTI	0.600000	2786	0
135906	Ἀφδέα		96978	Ἄρδεα		408	0.800000	Ἀρδέα	Α408	115.17	ngKR2G485LhaxLRewK529TRLOKjZaSxHZLiuxORe	0.800000		0
135911	Ἀρήνη		2482	Καρήνη	Κ80	80	0.833333	Ἀτρήνη	Α524	143.12	ngAH4E081Axq3BHWmCT8nJHPEBTPqInFPAyk3EHW	0.833333	102794	0
135913	Ἄρια		99805	Ἀρία		416	1.000000	Ἀρία	Α416	117.21	ngSZ3K283Tfi5TZKeS30eBZFWSLHiAfLHT2c5WZK	1.000000		0
135914	Ἀρειανή		14875	Δρεπάνη	Δ127	127	0.714286	Αἰανή	Α88	37.7	ngQX0I485RHg6RXEcRZ2bZXRURpFgYdJFRIa6UXE	0.714286	61138	0
135918	Ἀρχεσινη		99818	Ἀρκεσίνη		429	0.875000	Ἀρκεσίνη,	Α429	121.1	ngFM4F586HMvrGMNrFY35OMKJFYUvNsGUHNprJMN	0.875000		0
135929	Ἄρηνη		2482	Καρήνη	Κ80	80	0.833333	Ἀτρήνη	Α524	143.12	ngAH4E081Axq3BHWmCT8nJHPEBTPqInFPAyk3EHW	0.833333	102794	0
135935	Ἀετινα		7256	Κύτινα	Κ300	300	0.666667	Ἀερία	Α70	30.9	ngUB8s687Vhk6VBCgUD41DBHYVNJkChtJV6e6YBC	0.666667	61120	0
135936	Ἀερτινα		48661	Τέρινα	Τ97	97	0.714286	Ἀερία	Α70	30.9	ngUB8s687Vhk6VBCgUD41DBHYVNJkChtJV6e6YBC	0.714286	61120	0
135939	Ἀερετήιον		17080	Ἐργέτιον	Ε104	104	0.666667	Ἀρρήτιον	Α450	125.14	ngAH6I687AxqkBHImAJ47JHXEBTPqInJPAykkEHI	0.666667	99839	0
135940	Ἀερχνοι		96974	Ἀγυρῖνοι	Α404	404	0.625000	Ἀρόερνοι	Α441	124.3	ngRY5Z788TYh9SYRdSA59AYOVSKGhZeAGTZb9VYR	0.625000	99830	0
135941	Ἀερσα		26741	Πέρσα	Π118	118	0.800000	Ἀερία	Α70	30.9	ngUB8s687Vhk6VBCgUD41DBHYVNJkChtJV6e6YBC	0.800000	61120	0
135952	Ἀρτεμίτα	4	99851	Ἀρτέμιτα		462	1.000000	Ἀρτεμίτα	Α462	128.8	ngMT7c889Mjc8NTMyNl61VTBQMFBcUzdBMkw8QTM	1.000000		0
136003	Λέσβος		8901	Λίσσος	Λ79	79	0.666667	Ἴσβος	Ι97	338.1	ngNU0F182OUd2OUJzOm94WUORNmCdVaGCOVx2RUJ	0.666667	23649	0
136004	Λασαρηνοί		2337	Καμαρηνοί	Κ43	43	0.777778	Δαχαρηνοί	Δ37	223.7	ngRY5Z788TYh8SYhdSK59AYiVSqGhZeAGTZb8VYh	0.777778	13818	0
136011	Ἀτρεμίπια	2	41979	Στειριά	Σ268	268	0.555556	Ἀκραιφία	Α168	63.1	ngSZ8q485UZi4TZieSr2cBZXWULHiAfrHUAc4WZi	0.555556	80194	0
136029	οἰκιστής / Αὐλίς		2617	Κασταλία	Κ117	117	0.461538	Ἡφαίστου πόλις		305.18	ngIP2E283KZyvJPQuIB02RPXMKBXyQvFXKAsvMPQ	0.461538		0
136033	Αὐγάδα	4	6660	Ἐγγάδα	Ἐ5	5	0.666667	Αὔαρα	Α532	144.19	ngIP4I889Ivy9JPguKR6tRPRMIhXyQvJXI8s9MPg	0.666667	102802	0
136034	Αὐγάται	5	102805	Αὐγειαί	Α535	535	0.714286	Αὔγουσται	Α537	145.14	ngNU5Z384OEdyOUlzPW18WUmROmCdVaACOFxyRUl	0.666667	102807	0
136035	Ἄδων		32041	Σάνδων	Σ50	50	0.666667	Ἀβυδών	Α17	10.11	ngTA3L384VKj7UAFfUC14CAMXTsIjBgMIVLd7XAF	0.666667	61067	0
136052	Ἀχανοι		61122	Ἀζανοί	Α72	72	0.833333	Ἀχανοί	Α564	151.11	ngOV8e081OFe0PVGaPn8bXVBSQHDeWbfDOGy0SVG	1.000000		0
136053	Ἀχαινεῖς		9601	Μελαινεῖς	Μ121	121	0.666667	Ἀχαιμενία	Α563	151.9	ngNU7Z980PUdaOUlzOG73WUKRNGCdVaACPVxaRUl	0.666667	105800	0
136072	Βάδω		105827	Βάδεως	Β9	9	0.666667	Σαρδώ	Σ71	556.19	ngIP7y485JvysJPWuJh2vRPNMIBXyQvzXJ4ssMPW	0.600000	32062	0
136079	Ἐρυθρὰ θάλασσα		2610	Κασπία θάλασσα	Κ110	110	0.615385	Ἐρυθρὰ βῶλος	Ε130	280.6	ngNU0F182OUd2OUJzOm9xWUCRPGCdVaGCOVx2RUJ	0.615385	17106	0
136089	Βάλβωνα		32024	Σάλωνα	Σ33	33	0.714286	Βέλβινα	Β59	161.12	ngQX5C687Qng8RXgcR74aZXVURJFgYdDFQoa8UXg	0.714286	105876	0
136102	Βάγαρασα		7638	Λαγαρία	Λ7	7	0.625000	Αγρισα	Α48	22.1	ngYF6G485ZPoiZFokYH2lHFVCZRNoGlHNZQiiCFo	0.625000	61098	0
136115	Βεβρύκαι	4	13836	Δερβίκκαι	Δ55	55	0.555556	Βεβρύκων	Β58	161.6	ngPW5B586PWf7QWXbQY37YWMTQIEfXcCEPXz7TWX	0.750000	105875	0
136125	Βενναῖος		26708	Πειραιός	Π85	85	0.625000	Βέννα	Β67	162.17	ngYF6G485ZPoiZFokYx2iHFHCYxNoGlHNZQiiCFo	0.625000	108933	0
136154	ταμὸς. τὸ ἐθνικὸν Βιασάλιος		3274	Κορνίκολος	Κ166	166	0.347826	Ἀλωπεκόννησος	Α242	80.13	ngSZ5E889SJi1TZOeSr68BZFWSLHiAfFHSKc1WZO	0.347826	82902	0
136177	Βόθριππα		20849	Ἰάθριππα	Ι5	5	0.750000	Βόρσιππα	Β126	176.7	ngJQ2F384KQzvKQJvJS14SQKNJiYzRwGYKRtvNQJ	0.750000	108992	0
136178	Βόθυστα		3499	Κοτύρτα	Κ191	191	0.571429	Ἀσβύστα	Α470	130.5	ngUB8s687Vhk6VBCgUD46DBHYWNJkChtJV6e6YBC	0.571429	99859	0
136184	Βοτάειον		115297	Βοτίειον		133	0.875000	Βοτιάειον	Β132	179.11	ngPW2L980Pmf4QWDbQo79YWkTQIEfXcMEPnz4TWD	0.888889		0
136192	Βουδόπη	5	31969	Ῥοδόπη	Ρ43	43	0.714286	Βουθόη	Β140	180.19	ngXE3B788Ykn0YEvjXQ5jGEwBXwMnFkCMY7h0BEv	0.714286	115304	0
136200	Βουνυμα		115311	Βούνιμα		147	0.857143	Βούνειμα	Β147	182.9	ngEL4E485GVupFLAqEX2qNLXIFdTuMrFTGWopILA	0.750000		0
136216	Βρεττιον		30168	Ῥεάτιον	Ρ18	18	0.750000	Βρεττία	Β169	185.19	ngAH6I687AxqkBHumBT41JHTEAzPqInJPAykkEHu	0.750000	115333	0
136217	Βεττιανοί		9034	Μαστιανοί	Μ93	93	0.666667	Βελιτανοί	Β62	161.20	ngTA5B980Ugj0UAXfVC70CAsXTsIjBgCIU9d0XAX	0.666667	108928	0
136220	Βερικυνία		17088	Ἐρίκεια	Ε112	112	0.666667	Βιθυνία	Β98	169.19	ngDK9x586FKt9EKPpE638MKQHFWStLqySFLn9HKP	0.666667	108964	0
136261	Γαλαλαῖος	3	121791	Γαλιλαῖοι		27	0.777778	Γαλιλαῖοι	Γ25	197.18	ngJQ2F384KQzvKQhvKi15SQSNKiYzRwGYKRtvNQh	0.777778		0
136263	Γαλλία		121789	Γαλλία		25	1.000000	Γαλλία	Γ27	198.1	ngLS2H586LybxMSTxL638USUPLkAbTyIAL5vxPST	1.000000		0
136280	Γέλωνός		121810	Γελωνοί		46	0.857143	Γελωνός	Γ46	201.10	ngEL4E485GVupFLAqEX2rNLTIGXTuMrFTGWopILA	1.000000		0
136281	Γενέα	1	121811	Γενέα		47	1.000000	Γενέα	Γ47	202.7	ngFM4F586HMvqGMdrGO39OMGJFeUvNsGUHNpqJMd	1.000000		0
136283	Γένεσις, πόλις Λακωνικῆς	3	48664	Τετράπολις τῆς Ἀττικῆς	Τ100	100	0.428571	Ἀπολλωνιεῖς	Α362	106.19	ngMT7c889Mjc8NTMyNl60VTVQNlBcUzdBMkw8QTM	0.380952	96932	0
136285	Γένουα, πόλις τῶν Λιγύων Ἰταλίας	5	48664	Τετράπολις τῆς Ἀττικῆς	Τ100	100	0.370370	Ἀπολλωνιεῖς	Α362	106.19	ngMT7c889Mjc8NTMyNl60VTVQNlBcUzdBMkw8QTM	0.370370	96932	0
136294	Γεργῖνοι		17104	Ἐρυθῖνοι	Ε128	128	0.625000	Γεντῖνος	Γ53	203.3	ngLS5X182MibwMSXxLk92USIPNEAbTyYAMjvwPSX	0.625000	121817	0
136296	Γέραρα		121821	Γέρασα	Γ57	57	0.833333	Γέρμαρα	Γ62	205.15	ngUB6C081WLk2VBkgUt82DBHYUNJkChDJWMe2YBk	0.857143		0
136319	Γλάσας		125104	Γλίσσας		86	0.714286	Γλισάς	Γ86	209.16	ngSZ8q485UZi4TZSeSL2fBZnWULHiAfrHUAc4WZS	0.833333		0
136322	Γόλογοι		125107	Γόλγοι		89	0.857143	Γολγοί	Γ89	210.3	ngVC8t788XMl8WCRhXO5hECmZVuKlDiuKXNf8ZCR	0.857143		0
136330	Γοργιττηπεία		125115	Γοργιππία		97	0.666667	Γοργίππεια	Γ97	211.7	ngDK9x586FKt9EKbpE637MKIHFWStLqySFLn9HKb	0.750000		0
136338	Γοῦνας	4	125123	Γοῦναι		105	0.833333	Γούνας	Γ105	212.12	ngPW0H384Pcf3QWjbP413YWYTPoEfXcIEP3z3TWj	1.000000		0
136343	Γερσῖνος	3	11047	Μύρσινος	Μ257	257	0.750000	Γεντῖνος	Γ53	203.3	ngLS5X182MibwMSXxLk92USIPNEAbTyYAMjvwPSX	0.750000	121817	0
136375	Δασαφῖται	1	2612	Κασσανῖται	Κ112	112	0.700000	Δασσαρῆται	Δ28	220.21	ngIP4I889Ivy9JPyuJR6uRPXMIBXyQvJXI8s9MPy	0.700000	13812	0
136379	Δασσαφῖται	5	2612	Κασσανῖται	Κ112	112	0.800000	Δασσαρῆται	Δ28	220.21	ngIP4I889Ivy9JPyuJR6uRPXMIBXyQvJXI8s9MPy	0.800000	13812	0
136380	Δασσαφῖτις	1	2612	Κασσανῖται	Κ112	112	0.600000	Αἰανῖτις	Α89	37.11	ngRY0J586RYh5SYRdRA3cAYmVRKGhZeKGRZb5VYR	0.600000	61139	0
136383	Δανύ	4	15824	Δάφνη	Δ35	35	0.600000	Ἄδανα	Α55	24.19	ngFM7v182Gsv6GMFrF293OMKJHYUvNswUG1p6JMF	0.600000	61105	0
136393	Δεσιλοί		13820	Δασιλοί	Δ39	39	0.857143	Δάρσιοι	Δ24	220.6	ngEL4E485GVupFLAqEX24NLTIEXTuMrFTGWopILA	0.571429	13808	0
136445	Δοιᾶντος	1	11945	Ὀδόμαντοι	Ο13	13	0.666667	Δοίαντος	Δ103	235.1	ngJQ2F384KQzvKQhvKi13SQaNJiYzRwGYKRtvNQh	1.000000	14851	0
136474	Δελιώνιος		13821	Δειπνιάς	Δ40	40	0.666667	Γελωνός	Γ46	201.10	ngEL4E485GVupFLAqEX2rNLTIGXTuMrFTGWopILA	0.666667		0
136478	Δεῦμη		3842	Δύμη	Δ140	140	0.800000	Δρύμη	Δ134	239.16	ngOV5A485OVeyPVAaPn25XVHSPnDeWbBDOWyySVA	0.800000	14882	0
136479	Δερμνία		13837	Δέραια	Δ56	56	0.714286	Γερηνία	Γ60	205.5	ngSZ5E889SJi1TZKeTB62BZrWSrHiAfFHSKc1WZK	0.714286	121824	0
136481	Δρόντη		3278	Κόροντα	Κ169	170	0.571429	Ἄδροττα	Α66	29.6	ngQX8C283Rdg7RXQcR307ZXVUQJFgYdDFR2a7UXQ	0.571429	61116	0
136483	Δυμαίος	1	2789	Δαμαῖοι	Δ9	9	0.714286	Βύμαζος	Β193	190.14	ngYF9w081Yvo4ZFCkYx8lHFtCZRNoGlxNYwi4CFC	0.714286	115358	0
136496	Δωδώνιον		5216	Δωδώνη	Δ146	146	0.625000	Ἀρδύνιον	Α409	116.3	ngLS2H586LybxMSDxLU3wUSEPLkAbTyIAL5vxPSD	0.625000	96979	0
136500	Δευκαλιωνος	1	10332	Μυκαλησσός	Μ230	230	0.545455	Ἄλπωνος	Α229	78.14	ngFM4F586HMvrGMNrFY37OMCJGYUvNsGUHNprJMN	0.545455	82889	0
136506	Ἔβροα	2	6657	Ἔβορα	Ε2	2	0.600000	Ἄβροι	Α14	9.3	ngQX3I081SXg3RXQcRJ8aZXNUSJFgYdJFSYa3UXQ	0.600000	61064	0
136507	Ἐβραῖοι	3	6658	Ἑβραῖοι	Ἑ3	3	1.000000	Ἐβραῖοι	Ε3	259.6	ngIP7y485JvysJPWuKB26RPVMKBXyQvzXJ4ssMPW	1.000000		0
136508	Ἐβᾶτα	4	17079	Ἕρβιτα	Ε103	103	0.666667	Γέβαλα	Γ42	200.11	ngAH4E081Axq2BHMmBJ8kJHPEBTPqInFPAyk2EHM	0.666667	121806	0
136509	Ἐβρών		6659	Ἑβρών	Ἑ4	4	1.000000	Ἐβρών	Ε4	260.1	ngJQ7z586Jwz5KQJvJS3wSQWNLCYzRwaYJ5t5NQJ	1.000000		0
136510	Ἐγγαδά		6660	Ἐγγάδα	Ἐ5	5	1.000000	Ἔγγαδα	Ε5	260.3	ngKR7a687LBa7LRYwLj46TRbOLjZaSxbZLCu7ORY	1.000000		0
136520	Ἐδουμαῖοι	2	22197	Ἰδουμαῖοι	Ι26	26	0.888889	Ἐδουμαῖοι	Ε14	261.3	ngTA8L586TKjdUABfTM36CAGXUsH5B6eITBddXAH	1.000000		0
136521	Ἔδρα	3	15962	Ἔγρα	Ε9	9	0.750000	Ἕδρα	Ε15	261.6	ngUB8s687VhkhVBogV746DBNYUtJkChtJV6ehYBo	1.000000		0
136522	Ἐννέσταί	4	26721	Πενέσται	Π98	98	0.750000	Ἐθνέσται	Ε16	261.8	ngVC8t788XMl8WCRhXO50ECSZXOKlDiuKXNf8ZCR	0.875000		0
136523	Εἰδομένη	5	22196	Ἰδομεναί	Ι25	25	0.625000	Εἰδομενή	Ε17	261.10	ngWD8u889XDm8XDOiWP6gFDTAWPLmEjvLXEg8ADO	1.000000		0
136524	Εἴζηλος	6	14827	Δίζηρος	Δ79	79	0.714286	Εἴζηλος	Ε18	261.12	ngXE8v980YEn4YEJjXQ72GEGBXwMnFkwMYFh4BEJ	1.000000		0
136525	Εἰλείσιον	7	26739	Περραίσιον	Π116	116	0.600000	Εἰλέσιον	Ε19	261.13	ngYF9w081Yvo4ZFCkYx8kHFZCZxNoGlxNYwi4CFC	0.888889		0
136526	Εἰληθυίας	8	14841	Διοσκουριάς	Δ93	93	0.454545	Εἰληθυίας	Ε20	261.15	ngZG9x182Zmp6AGRlA294IGODASOpHmyOZ1j6DGR	1.000000		0
136527	Εἴνατος	9	8958	Μαίναλος	Μ17	17	0.625000	Εἴνατος	Ε21	261.17	ngAH9y283ARq6BHMmBT05JHFECTPqInzPASk6EHM	1.000000		0
136528	Εἰλεφσίοι	10	17034	Ἐλεύτιοι	Ε52	52	0.666667	Εἰλέσιον	Ε19	261.13	ngYF9w081Yvo4ZFCkYx8kHFZCZxNoGlxNYwi4CFC	0.777778		0
136529	Ἐκαδήμεια ἢ Ἀκαδήμεια	11	61196	Ἀκαδήμεια	Α147	147	0.473684	Ἐκαδήμεια ἢ Ἀκαδήμεια	Ε23	261.22	ngCJ9w485ETs8DJYoCb2mLJDGDbRsKpxREUm8GJY	1.000000		0
136530	Ἐχαλή	1	128480	Χάλκη	Χ14	14	0.600000	Ἑκαλή	Ε24	262.6	ngDK9x586FKt9EKbpE639MKSHDWStLqySFLn9HKb	0.800000		0
136531	Ἑκατοννησος		26718	Πελοπόννησος	Π95	95	0.666667	Ἑκατόννησοι	Ε26	263.1	ngFM9z788GsvsGMFrFY5pOMGJFeUvNsaUG7psJMF	0.909091		0
136532	Ἑκατόμπυλος		2344	Κάμπος	Κ50	50	0.545455	Ἑκατόμπυλος	Ε27	263.5	ngGN9a889HXwsHNwsHf61PNbKGZVwOtbVHYqsKNw	1.000000		0
136533	Ἐκβατάνα		61078	Ἀγβάτανα	Α28	28	0.750000	Ἐκβάτανα	Ε28	263.7	ngHO9b980IOxuIOPtHg73QOQLIgWxPucWIPruLOP	1.000000		0
136534	Ἐλαία		17048	Ἐλπία	Ε72	72	0.800000	Ἐλαία	Ε29	263.9	ngMT0E081NDc5NTAyOV84VTBQMFBcUzFBNEw5QTA	1.000000		0
136535	Ἑλαεύς		135398	Φελλεύς	Φ47	47	0.714286	Ἐλαιεύς	Ε30	263.15	ngNU0F182OUd2OUJzOm9yWUCRPGCdVaGCOVx2RUJ	0.857143		0
136536	Ἑλαίον		125148	Χάλαιον	Χ7	7	0.714286	Ἐλαιοῦς	Ε32	263.21	ngPW0H384Pcf3QWjbP41aYWMTQIEfXcIEP3z3TWj	0.714286		0
136537	Ἑλαοῦς		2466	Καοῦς	Κ64	64	0.666667	Ἐλαιοῦς	Ε32	263.21	ngPW0H384Pcf3QWjbP41aYWMTQIEfXcIEP3z3TWj	0.857143		0
136538	Ἑλαιούσσα		7640	Λαγοῦσσα	Λ9	9	0.777778	Ἐλαιοῦσσα	Ε33	263.23	ngQX0I485RHg5RXYcSZ2bZXDUQJFgYdJFRIa5UXY	1.000000		0
136540	Ἐλάτεια		28367	Πλατεῖα	Π178	178	0.857143	Ἐλάτεια	Ε34	264.3	ngRY0J586RYh5SYVdRK37AYKVRqGhZeKGRZb5VYV	1.000000		0
136541	Ἐλᾶνια		9603	Μελανδία	Μ123	123	0.750000	Ἐλαία	Ε29	263.9	ngMT0E081NDc5NTAyOV84VTBQMFBcUzFBNEw5QTA	0.833333		0
