mineke_lemma_id	mineke_lemma	mineke_entry_number	biller_match_lemma_id	biller_match_lemma	biller_match_billerbeck_id	biller_match_entry_number	biller_match_similarity	headword_match_greek_headword	headword_match_billerbeck_id	headword_match_meineke_id	headword_match_nodegoat_id	headword_match_similarity	headword_target_lemma_id	agree_target
136542	Ἐλαφόννησος		26718	Πελοπόννησος	Π95	95	0.750000	Ἐλαφόνησος	Ε36	264.8	ngTA0n788VAjgUAnfTC57CAIXEMH1BgsIT7d1XAL	0.909091		0
136543	Ἐλβεσταί		12861	Ὀρέσται	Ο87	87	0.625000	Ἐλβέστιοι	Ε37	264.10	ngUB0M889ULkeVBMgU963DBNYUtJkChNJUMeeYBM	0.777778		0
136544	Ἐλβονθις		17100	Ἕρμωνθις	Ε124	124	0.625000	Ἔλβονθις	Ε38	264.12	ngVC0H980XMl4WCDhVE79ECqZGOJ1DiqKXDf0ZCN	1.000000		0
136545	Ἐλβώ		17036	Ἐλεών	Ε54	54	0.600000	Ἐλβώ	Ε39	264.14	ngWD1m081YDm3XDKiYF8hFDTAHPK3EjvLX0ggADu	1.000000		0
136546	Ἔλγος		17045	Ἕλος	Ε69	69	0.800000	Ἔλγος	Ε40	264.16	ngXE1B182ZOn2YETjYw93GEMBIQL1FksMYFhjBEJ	1.000000		0
136549	Ελένειος		15968	Ἐλένειος	Ἐ43	43	1.000000	Ἑλένειος	Ε43	265.1	ngAH1A485BRqmBHImCJ2nJHNELTOnInFPAyk5EHy	1.000000		0
136555	Ἑλικώνιος	1	20789	Θεμισώνιον	Θ22	22	0.600000	Δριλώνιος	Δ130	239.8	ngKR5W081LRauLRewLj81TRbOKjZaSxXZLSuuORe	0.666667	14878	0
136621	Ἐχαιά		13837	Δέραια	Δ56	56	0.666667	Ἐλαία	Ε29	263.9	ngMT0E081NDc5NTAyOV84VTBQMFBcUzFBNEw5QTA	0.800000		0
136655	Ἔφυρα	1	121832	Γέφυρα	Γ68	68	0.833333	Ἐφύρα	Ε180	290.3	ngLS5X182MibwMSXxLk91USEPMkAbTyYAMjvwPSX	1.000000		0
136656	Ἐχελῖδαι		17081	Ἐρεβίδαι	Ε105	105	0.750000	Ἐχελίδαι	Ε181	291.7	ngMT5Y283MzcxNTAyOV06VTJQOFBcUzZBM2wxQTA	1.000000		0
136657	Ἐλεῖος		15968	Ἐλένειος	Ἐ43	43	0.750000	Ἑλένειος	Ε43	265.1	ngAH1A485BRqmBHImCJ2nJHNELTOnInFPAyk5EHy	0.750000		0
136658	Ἐχετία		17084	Ἐρέτρια	Ε108	108	0.714286	Ἐχετία	Ε182	292.5	ngNU5Z384OEdyOUhzOG13WUSRNGCdVaACOFxyRUh	1.000000		0
136659	Ἐχέτιλα		17084	Ἐρέτρια	Ε108	108	0.571429	Ἐχετία	Ε182	292.5	ngNU5Z384OEdyOUhzOG13WUSRNGCdVaACOFxyRUh	0.857143		0
136660	Ἐχέτερα		15967	Ἐλέγεια	Ε42	42	0.571429	Ἐχέτρα	Ε184	292.8	ngPW5B586PWf7QWHbRI3aYWUTQIEfXcCEPXz7TWH	0.857143		0
136661	Ἐχῖται		8902	Λιταί	Λ80	80	0.666667	Ἐχῖναι	Ε185	292.10	ngQX5C687Qng8RXocQp49ZXDURJFgYdDFQoa8UXo	0.833333		0
136662	Ἐχῖνος		17091	Ἐρινεός	Ε115	115	0.714286	Ἐχῖνος	Ε186	292.16	ngRY5Z788TYh8SYhdSA5cAYKVRqGhZeAGTZb8VYh	1.000000		0
136663	Ζαβίδα	1	19507	Ζωβίδαι	Ζ32	32	0.714286	Ζάβιδα	Ζ1	293.3	ngSZ5E889SJi1TZKeTB6eBZFWULHiAfFHSKc1WZK	1.000000		0
136664	Ζάβιοι	2	44209	Τάβιοι	Τ3	3	0.833333	Ζάβιοι	Ζ2	293.5	ngTA5B980Ugj0UArfU071CAMXUsIjBgCIU9d0XAr	1.000000		0
136665	Ζάγκλη	3	2058	Καβύλη	Κ5	5	0.500000	Ζάγκλη	Ζ3	293.7	ngUB6C081WLk2VBkgUt8gDBRYWNJkChDJWMe2YBk	1.000000		0
136666	Ζάγυστις	4	2335	Κάλυτις	Κ41	41	0.625000	Ζάγυστις	Ζ4	293.14	ngVC6D182WCl2WCDhWO93ECKZVOKlDiEKWDf2ZCD	1.000000		0
136667	Ζαφεάμη	5	102821	Ἀφάκη	Α550	551	0.571429	Ζαδράμη	Ζ5	293.16	ngWD6E283XtmhXDKiXF07FDBAYPLmEjFLXughADK	0.714286		0
136668	Ζάτα	6	19500	Ζόαρα	Ζ25	25	0.600000	Ζαῖα	Ζ6	293.20	ngXE6F384Xun8YErjYw1jGECBXQMnFkGMXvh8BEr	0.750000		0
136669	Ζάκανθα		32056	Σάργανθα	Σ65	65	0.625000	Ζάκανθα	Ζ7	294.1	ngYF6G485ZPojZFUkAR24HFLCYRNoGlHNZQijCFU	1.000000		0
136670	Ζάκυνθος		96945	Ἀράκυνθος	Α375	375	0.777778	Ζάκυνθος	Ζ8	294.3	ngZG6H586ZGpjAGNlBS38IGMDZSOpHmIOZHjjDGN	1.000000		0
136671	Ζάρηξ		11079	Νᾶρυξ	Ν18	18	0.600000	Ζάρηξ	Ζ9	294.9	ngAH6I687AxqkBHumBJ46JHTEAzPqInJPAykkEHu	1.000000		0
136672	Ζάρητα		2598	Καρπηία	Κ98	98	0.571429	Ζάρητα	Ζ10	294.13	ngBI6v788Byr8CIXnBU5mKIGFCUQrJowQBzl8FIX	1.000000		0
136673	Ζαρίασπα		2597	Καρπασία	Κ97	97	0.625000	Ἅρπασα	Α445	125.1	ngVC6D182WCl2WCRhXE9gECIZVOKlDiEKWDf2ZCR	0.625000	99834	0
136674	Ζάυνξες		3084	Καῦνος	Κ139	139	0.571429	Ζαύηκες	Ζ12	294.19	ngDK6x980DUtnEKVpFM79MKWHEcStLqySDVnnHKV	0.714286		0
136675	Ζέβεκη		9623	Μενεκίνη	Μ143	143	0.500000	Ζεβέκη	Ζ13	294.21	ngEL7y081ELuoFLcqE185NLdIFdTuMrzTEMooILc	1.000000		0
136676	Ζειρηνία	1	3090	Κεβρηνία	Κ145	145	0.750000	Ζειρηνία	Ζ14	295.1	ngFM7v182Gsv6GMvrGe9sOMOJFeUvNswUG1p6JMv	1.000000		0
136701	Ἡιονεύς		12802	Οἰνοῦς	Ο28	28	0.571429	Τιτωνεύς	Τ143	627.6	ngZG9x182Zmp6AGRlBI96IGODASOpHmyOZ1j6DGR	0.625000	48707	0
136718	Ἀλβάκιος	1	2114	Κάλβιος	Κ25	25	0.625000	Ἄβαρνος	Α4	4.4	ngGN2G081GXw4HNasG182PNVKHZVwOtHVGYq4KNa	0.625000	61054	0
136724	Ἡσαῖος	7	19528	Ἥραιον	Η19	19	0.666667	Λήναιος	Λ47	413.14	ngOV0G283Ple4PVCaO30zXVDSPHDeWbHDPmy4SVC	0.714286		0
136749	Θέφηνη	8	11924	Ξιφήνη	Ξ8	8	0.666667	Θέρνη	Θ31	310.7	ngNU5Z384OEdyOUhzOG1aWUSRPGCdVaACOFxyRUh	0.666667	20798	0
136773	Αθωμιδησ	1	85714	Ἀξουμίτης	Α346	346	0.555556	Ἀγαμήδη	Α25	12.11	ngBI4F182BornCIznBU95KIQFDUQrJoGQB1lnFIz	0.500000	61075	0
136774	Θρεκεισ- / Θρεκηισ-		2079	Καισάρεια	Κ16	16	0.428571	Ἐλευθερίς	Ε48	266.1	ngFM1B980HMv3GMJrFO71OMaJGYUvNsCUHNp3JMJ	0.428571	17030	0
136775	Θριων		14878	Δριλών	Δ130	130	0.666667	Ἀρβών	Α392	111.13	ngUB0s889WBk1VBYgVD69DBHYFNI3ChtJV8e8YBC	0.600000	96962	0
136787	Ἰάγυρες		8431	Λίγυρες	Λ61	61	0.714286	Ἰάζυγες	Ι4	321.12	ngUB0M889ULkeVBMgVN69DBNYVtJkChNJUMeeYBM	0.714286	20848	0
136790	Ἰαλινούς		37783	Σελινοῦς	Σ104	104	0.750000	Ἁλιμοῦς	Α209	74.19	ngLS2H586LybxMSDxLU39USUPMkAbTyIAL5vxPSD	0.750000	80235	0
136793	Ἴαμνος (Ἴαμναι)	1	3290	Κοσίανα	Κ182	182	0.500000	Ἀκεσαμεναί	Α158	59.5	ngIP7y485JvysJPUuJ52tRPVMIBXyQvzXJ4ssMPU	0.500000	61207	0
136799	Ἴασος (πόλις Καρίας)	7	2495	Καρόπολις	Κ93	93	0.437500	Πανὸς πόλις	Π25	501.9	ngCJ6w889Cps9DJaoDL63LJxGEVRsKpxRC8m9GJa	0.500000	25156	0
136802	Ἰβηρία	3	22214	Ἰκαρία	Ι44	44	0.666667	Ἰβηρίαι	Ι19	323.5	ngJQ2F384KQzvKQhvKi1wSQWNJCYzRwGYKRtvNQh	0.857143	22190	0
136812	Ἰδέαις	8	2781	Δάαι	Δ1	1	0.500000	Ἀργαΐς	Α393	111.15	ngVC0H980XCliWCRhXE71ECqZGOJ1DiuKV9fhZCt	0.500000	96963	0
136817	Ἰρεα νῆσος	4	99802	Ἄρεος νῆσος	Α413	413	0.700000	Ἱερὰ νῆσος	Ι32	327.6	ngWD3A687Xtm9XDEiWF48FDvAWvLmEjBLXug9ADE	0.777778		0
136818	Ἰρεάπολις	5	11087	Νεάπολις	Ν26	26	0.777778	Ἱεράπολις	Ι33	327.8	ngXE3B788Ykn1YETjYw5kGEUBXQMnFkCMY7h1BET	0.777778	22203	0
136845	Ἴναχος		11070	Νάξος	Ν9	9	0.666667	Εἴνατος	Ε21	261.17	ngAH9y283ARq6BHMmBT05JHFECTPqInzPASk6EHM	0.714286		0
136846	Ἴδασσα		23645	Ἴρασα	Ι93	93	0.666667	Ἄσσα	Α488	135.18	ngQX0I485RHg6RXEcRJ27ZXRURpFgYdJFRIa6UXE	0.666667	102762	0
136875	Ἱρέσαια		12863	Ὀρεστία	Ο89	89	0.714286	Δρεσία	Δ128	239.3	ngIP4I889Ivy9JPyuJR6tRPXMKBXyQvJXI8s9MPy	0.714286	14876	0
136893	Ἴται		8902	Λιταί	Λ80	80	0.800000	Ἰεταί	Ι41	328.20	ngFM4F586HMvqGMdrGe3qOMwJGeUvNsGUHNpqJMd	0.800000	22211	0
136937	Καλλτιανός (Καλλιανός/Καλλιτιανός)	1	2473	Κάραλλις ἢ Καράλλεια	Κ71	71	0.366667	Ἀντίφελλος καὶ Φελλός	Α338	101.6	ngOV5A485OVeyPVKaPn28XVnSPnDeWbBDOWyySVK	0.400000		0
136954	Κάμπος (Κάμψος)	7	2341	Καμικός	Κ47	47	0.500000	Δαμασκός	Δ10	217.7	ngQX3I081SXg3RXkcRJ81ZXlURJFgYdJFSYa3UXk	0.500000	2790	0
136959	Κάννα		7223	Κύννα	Κ267	267	0.800000	Ἄννα	Α323	97.9	ngZG3D980AGp2AGLlBI74IGuDZSOpHmEOAHj2DGL	0.800000	85691	0
136984	Καφησσός	1	2478	Καρδησσός	Κ76	76	0.777778	Ἀκαλησσός	Α149	56.8	ngZG6H586ZGpjAGZlZS39IGADAyOpHmIOZHjjDGZ	0.777778	61198	0
136989	Αἰγαία		61168	Αἴθαια	Α119	119	0.833333	Αἰγαί	Α94	38.9	ngWD1m081YDm1XDWiXF82FDLAHPK3EjvLXEgjADE	0.833333		0
137007	λείχωρ		85692	Ἀννίχωρον	Α324	324	0.444444	Τεῖχος	Τ72	611.19	ngGN2G081GXw5HNYsIP81PNxKGfVwOtHVGYq5KNY	0.500000		0
137021	Καυκασία θηνλκῶς ἐπὶ τῆς χώρας		2610	Κασπία θάλασσα	Κ110	110	0.346154	Ἀκκαβικὸν τεῖχος	Α161	60.8	ngLS7b788LSb7MSDxMU57USgPMEAbTycALTv7PSD	0.346154	61210	0
137022	Κανκωνεία		2777	Καυλωνία	Κ138	138	0.666667	Καυκώνεια	Κ136	369.5	ngFM7v182Gsv6GMvrGe9rOMUJHYUvNswUG1p6JMv	0.888889	2636	0
137026	Καύστειον		3085	Καΰστριον	Κ140	140	0.888889	Κάστνιον	Κ121	366.17	ngQX5C687Qng8RXocQp4dZXDURJFgYdDFQoa8UXo	0.777778	2621	0
137038	Κίκονες		19523	Ἡμίκυνες	Η14	14	0.625000	Κίκονες		372.11	ngZG9x182Zmp6AGRlA291IGODBSOpHmyOZ1j6DGR	1.000000		0
137039	Κυναδοκολπίται		11067	Νακολία	Ν6	6	0.500000	Κιναιδοκολπῖται		372.13	ngAH9y283ARq6BHMmBJ0nJHBEAzPqInzPASk6EHM	0.866667		0
137044	Κοροφύτις	4	3273	Κορκυρίς	Κ165	165	0.666667	Κορδυτός	Κ159	373.7	ngFM9z788GsvsGMFrFY5sOMKJGYUvNsaUG7psJMF	0.666667	3267	0
137057	Κορσηπιος / Ὀροπάιος		7260	Κυχρεῖος πάγος	Κ304	304	0.470588	Ἄρειος πάγος	Α412	117.1	ngOV2K889OVe2PVGaQX60XVXSOnDeWbLDOWy2SVG	0.470588	99801	0
137058	Κορουνίων / Κορπῖλοι / Κορησαί / Κοροῖς / Κορύδαλλα		3257	Κεκροπία χώρα καὶ Κεκροπὶς φυλή	Κ150	150	0.307692	Τρίκαλον καὶ Τρίκαλα	Τ185	634.15	ngTA3L384VKj7UALfVC16CAIXTMIjBgMIVLd7XAL	0.358974	51022	0
137081	Κεφασέα		10210	Μέγασα	Μ108	108	0.571429	Ἀσέα	Α473	130.17	ngXE8v980YEn4YEvjYQ7hGEsBZQMnFkwMYFh4BEv	0.571429	99862	0
137097	Κερνῆδες	3	3513	Κρανίδες	Κ205	205	0.625000	Ἕρνικες	Ε125	279.1	ngEL9y687FbuqFLMqFX4pNLBIEXTuMrzTFcoqILM	0.625000	17101	0
137098	Κέρσοσα	4	2494	Κάρνος	Κ92	92	0.571429	Βέροια	Β76	164.25	ngHO7x384IOx8IOZtIA1rQOALIgWxPuyWIPr8LOZ	0.571429	108942	0
137100	Κέρστην	6	3525	Κρήτη	Κ217	217	0.571429	Ἀκέστη	Α159	59.9	ngJQ7z586Jwz5KQJvKC36SQaNJiYzRwaYJ5t5NQJ	0.571429	61208	0
137101	Κέρστη	7	3525	Κρήτη	Κ217	217	0.666667	Ἀκέστη	Α159	59.9	ngJQ7z586Jwz5KQJvKC36SQaNJiYzRwaYJ5t5NQJ	0.666667	61208	0
137108	Κόρβυτοι	4	2481	Καρδυτός	Κ79	79	0.625000	Κορδυτός	Κ159	373.7	ngFM9z788GsvsGMFrFY5sOMKJGYUvNsaUG7psJMF	0.750000	3267	0
137114	Κορημψων πόλις	4	7231	Κυνῶν πόλις	Κ275	275	0.615385	Κρομμύων πόλις	Κ228	386.14	ngAH6I687AxqkBHumBJ41JHXECTPqInJPAykkEHu	0.692308	3536	0
137164	Κυνῶν		7220	Κυνή	Κ264	264	0.600000	Αὐλών	Α542	147.6	ngSZ5E889SJi1TZOeSr6eBZXWULHiAfFHSKc1WZO	0.600000	102812	0
137180	Κυρετιανός – Κύρτις – Κυρέται – Κυρέτων – Κύτα – Κυταία		105839	Βάκυροι καὶ Βακυριανοί	Β21	21	0.300000	Ὑρτακός ἣ καὶ Ὑρτακῖνος	Υ48	652.20	ngUB3Y485WBkgVBCgUN24DBZYVNJkChZJWCegYBC	0.350000	61041	0
137188	Φιλόξενος	1	131921	Ὤλενος	Ω9	9	0.555556	Φιλέας	Φ67	665.19	ngXE1B182ZOn1YEvjYw95GECBIQL1FksMYPh6BEJ	0.555556	135418	0
137214	Λακιᾶδαι	2	7648	Λαιαῖοι	Λ17	17	0.625000	Λακιάδαι	Λ21	408.12	ngKR7a687LBa7LRYwL749TRHOLDZaSxbZLCu7ORY	1.000000		0
137217	Λαλισανδα	1	7637	Λάβρανδα	Λ6	6	0.666667	Λαλίσανδα	Λ24	409.1	ngNU7Z980PUdaOURzN074WUGRNmCdVaACPVxaRUR	1.000000		0
137218	Λάμια	2	7645	Λάεια	Λ14	14	0.800000	Λάμια	Λ25	409.4	ngOV8e081OFe0PVKaOX83XVPSOnDeWbfDOGy0SVK	1.000000		0
137219	Λαμπηνοί	3	32028	Σαμηνοί	Σ37	37	0.750000	Ἀλπηνοί	Α228	78.12	ngEL4E485GVuoFLcqGX2pNLzIGXTuMrFTGWooILc	0.750000	82888	0
137220	Λάμος	4	8031	Λάμψος	Λ35	35	0.833333	Λάμος	Λ27	409.12	ngQX8C283Rdg7RXIcSZ05ZXZURpFgYdDFR2a7UXI	1.000000		0
137221	Λάμπεια	5	9602	Μελάμπεια	Μ122	122	0.777778	Λάμπεια	Λ28	409.15	ngRY8D384TIh8SYpdR413AYqVSqGhZeEGTJb8VYp	1.000000		0
137222	Λαμπετεία	6	51392	Λακέρεια	Λ20	20	0.666667	Λαμπέτεια	Λ29	409.17	ngSZ8q485UZi4TZOeUB2dBZXWULHiAfrHUAc4WZO	1.000000		0
137223	τύπῳ. Λαμπεῖτινος γὰρ οὐ δύναται εἶναι διὰ τὴν παραλήψιν		8485	Μαδιηνοί καὶ Μαδιανῖται	Μ7	7	0.276596	Ἀτροπατία καὶ Ἀτροπάτιος	Α526	143.22	ngCJ4G283CTsnDJUoEV02LJRGEVRsKpHRCUmnGJU	0.276596	102796	0
137224	Λάμπη		82940	Ἄμπη	Α280	280	0.800000	Λάμπη	Λ31	410.5	ngUB8s687VhkhVBogWN4gDBNYUtJkChtJV6ehYBo	1.000000		0
137225	Λαμπύνεια		8975	Μακύνεια	Μ34	34	0.666667	Λαμπώνεια	Λ32	410.11	ngVC8t788XMl8WCRhW857ECqZVOKlDiuKXNf8ZCR	0.888889		0
137226	Λάμψα		32038	Σάμψα	Σ47	47	0.800000	Λάμια	Λ25	409.4	ngOV8e081OFe0PVKaOX83XVPSOnDeWbfDOGy0SVK	0.800000		0
137229	Κοδίδιον	1	3496	Κοτιάειον	Κ188	188	0.666667	Γορδίειον	Γ99	211.10	ngFM9z788GsvsGMFrFY5pOMOJGeUvNsaUG7psJMF	0.666667	125117	0
137239	Λαρισσα		8037	Λάρισσα	Λ45	45	1.000000	Λάρινα	Λ44	412.16	ngHO9b980IOxuIOPtH070QOgLHgWxPucWIPruLOP	0.714286	8036	0
137246	Λητωεύς		48708	Τλῆτες	Τ144	144	0.571429	Λητωεύς	Λ51	414.6	ngSZ0K687Spi7TZmeSr47BZjWTrHiAfLHSqc7WZm	1.000000		0
137247	Λητιμανδρος		8903	Λίχανδος	Λ81	81	0.636364	Ληψίμανδος	Λ52	414.8	ngTA0n788VAjgUArfT851CAoXEMH1BgsIT7d2XAT	0.818182		0
137248	Λιβανος / Λιβανῖτις – Λίβυς κτλ.		61139	Αἰανῖτις	Α89	89	0.333333	Ἰβαῖοι οἱ καὶ Ἰβηνοί	Ι18	323.3	ngIP2E283KZyvJPQuIB0uRPNMJBXyQvFXKAsvMPQ	0.375000	22189	0
137250	Λιβυστινοί		8432	Λιγυστίνη	Λ62	62	0.700000	Λιβυστῖνοι	Λ58	416.3	ngZG1V384BQp6AGDlZS1lIGODKSNlHmuOA3j3DGN	1.000000		0
137256	Λήθαος		8422	Λᾶος	Λ38	38	0.666667	Λήναιος	Λ47	413.14	ngOV0G283Ple4PVCaO30zXVDSPHDeWbHDPmy4SVC	0.714286		0
137257	Αἴλαια		8435	Λίλαια	Λ65	65	0.833333	Αἴθαια	Α119	46.4	ngVC3Z586XCl9WCNhVO30ECmZVuKlDiAKXDf9ZCN	0.833333	61168	0
137300	Λύκων		8466	Λυκώνη	Λ108	108	0.833333	Λύκων	Λ107	422.9	ngWD6E283XtmhXDKiXv0iFDFAXvLmEjFLXughADK	1.000000	8465	0
137306	Λυρηγοῦς		11039	Μυρικοῦς	Μ249	249	0.625000	Λητοῦς	Λ50	414.1	ngRY0J586RYh5SYVdRA3cAYAVSqGhZeKGRZb5VYV	0.625000		0
137320	Μάγνητος		8479	Μάγαρσος	Μ1	1	0.625000	Ἀγνῶτες	Α39	20.7	ngPW5B586PWf7QWXbQY3bYWITQoEfXcCEPXz7TWX	0.625000	61089	0
137321	Μαδυηνοί		8486	Μαδυτός	Μ8	8	0.625000	Ἀκχηνοί	Α183	66.5	ngHO9b980IOxuIOTtJA7rQOgLHgWxPucWIPruLOT	0.625000	80209	0
137330	Μάκη	2	61209	Ἄκη	Α160	160	0.750000	Μάκη	Μ16	426.4	ngZG9x182Zmp6AGRlBI9kIGIDAyOpHmyOZ1j6DGR	1.000000	8957	0
137338	Μακαρεῖα		8964	Μακαρέαι	Μ23	23	0.750000	Λακέρεια	Λ20	408.8	ngJQ7z586Jwz5KQJvJi3uSQWNLCYzRwaYJ5t5NQJ	0.750000	51392	0
137343	Μάχαρα		2336	Καμάρα	Κ42	42	0.666667	Αὔαρα	Α532	144.19	ngIP4I889Ivy9JPguKR6tRPRMIhXyQvJXI8s9MPg	0.666667	102802	0
137370	Μαντύη καὶ Μάντυα		8992	Μαννάκαρτα	Μ51	51	0.466667	Μαντύη καὶ Μάντυα	Μ55	431.12	ngQX3I081SXg3RXkcRZ8cZXhURpFgYdJFSYa3UXk	1.000000	8996	0
137406	Μανυερτανία		9586	Μαυριτανίαι	Μ100	100	0.636364	Ἀκυτανία	Α180	65.19	ngEL9y687FburFLSqEd4qNLTIGXTuMrzTFcorILS	0.636364	80206	0
137407	Μανουοῦσιοι		2061	Καδούσιοι	Κ8	8	0.636364	Αἰδούσιοι	Α117	46.1	ngTA3L384VKj7UAFfUC15CACXTsIjBgMIVLd7XAF	0.636364	61166	0
137463	Μεσαρπατέα		2597	Καρπασία	Κ97	97	0.500000	Ἁρπάγια	Α443	124.9	ngTA5B980Ugj0UAXfVC7gCAsXTsIjBgCIU9d0XAX	0.500000	99832	0
137504	Μολογερία		108987	Βολογεσιάς	Β121	121	0.700000	Μολορχία	Μ202	455.6	ngLS7b788LSbyMSfxNE52USAPNEAbTycALTvyPSf	0.666667	10304	0
137519	Μοτύνη		10317	Μοτίνη	Μ215	215	0.833333	Μοτύη	Μ216	457.8	ngZG9x182Zmp6AGRlBS96IGqDZyOpHmyOZ1j6DGR	0.833333	10318	0
137526	Μόμφον		10325	Μόψιον	Μ223	223	0.666667	Γόμφοι	Γ91	210.9	ngXE8v980YEn4YEJjXQ74GEGBXwMnFkwMYFh4BEJ	0.666667	125109	0
137527	Μορφτία		9004	Μάργαια	Μ63	63	0.571429	Βοιωτία	Β116	173.4	ngZG1V384BQplAGLlA41jIGuDKSNlHmuOZxj5DGp	0.571429	108982	0
137539	Μίνδος		8895	Λίνδος	Λ73	73	0.833333	Ἰνδός	Ι64	332.11	ngCJ6w889Cps9DJaoD96mLJRGDVRsKpxRC8m9GJa	0.833333	22234	0
137549	Μνέχῖνος		11041	Μύρκινος	Μ251	251	0.625000	Ἐχῖνος	Ε186	292.16	ngRY5Z788TYh8SYhdSA5cAYKVRqGhZeAGTZb8VYh	0.750000		0
137561	Μυτιοκέφατος / Μυτιόστατος	3	11053	Μυτισέρατος	Μ263	263	0.391304	Μυτίστρατος	Μ264	465.14	ngZG3D980AGp2AGtlAS74IGODASOpHmEOAHj2DGt	0.434783	11054	0
137573	παρὰ τὸν Νάκωλον τὸν Δασκύλου παῖδα		14874	Δράκοντος νῆσος	Δ126	126	0.300000	Ἀντικονδυλεῖς	Α331	98.14	ngHO4H788IuxsIOTtIA59QOELHAWxPuIWI7rsLOT	0.300000	85698	0
137606	Νηρεία		28332	Πήρεια	Π143	143	0.833333	Γήρεια	Γ73	207.13	ngFM7v182Gsv6GMvrGO96OMaJGYUvNswUG1p6JMv	0.833333	128415	0
137625	Νιάβρις		8433	Λίηβρις	Λ63	63	0.714286	Ἴαβις	Ι1	321.5	ngRY0J586RYh5SYVdRK37AYAVSqGhZeKGRZb5VYV	0.714286	20845	0
137649	Νωνακρῖται / Νωνακρῖτις		2487	Καρκινῖτις	Κ85	85	0.400000	Αἰανῖτις	Α89	37.11	ngRY0J586RYh5SYRdRA3cAYmVRKGhZeKGRZb5VYR	0.400000	61139	0
137659	Ξυνπετειον		7219	Κυνέτεια	Κ263	263	0.600000	Λαμπέτειον	Λ30	410.3	ngTA8L586TKjdUABfTM37CAsXU6H7B6eITBddXAH	0.700000		0
137663	Ὄασος	4	2607	Κάσος	Κ107	107	0.800000	Ἄσος	Α481	134.3	ngFM9z788GsvsGMBrF85rOMaJHYUvNsaUG7psJMB	0.800000	102756	0
137673	Ὀρφεωνός		12791	Ὀθρωνός	Ο17	17	0.625000	Ἐτεωνός	Ε144	283.8	ngBI1B586BSr8CIXnCa35KKmFB6PlJosQBzl7FIF	0.625000	18267	0
137688	Θετταλός		8994	Μάνταλος	Μ53	53	0.625000	Ἀτταλίς	Α528	144.9	ngEL4E485GVuoFLcqF529NLNIEdTuMrFTGWooILc	0.625000	102798	0
137699	Ὀλξίων	4	12817	Ὀλιζών	Ο43	43	0.666667	Ἀλβίων	Α197	69.16	ngZG1V384BQplAGplZy1jIGODKSNlHmuOZxj6DGV	0.666667	80223	0
137702	Ὀλύκααι	1	12829	Ὄλυκα	Ο55	55	0.714286	Ὀλύκραι	Ο56	491.1	ngTA0n788VAjgUAnfVM59CAYXEMH1BgsIT7d1XAn	0.857143	12830	0
137736	'Ορφυη	4	3277	Κορόπη	Κ170	169	0.500000	Ὄρθη		495.12	ngBI4F182BornCIvnBK9nKIGFBUQrJoGQB1lnFIv	0.600000		0
137737	'Ορσιον	5	3523	Κρήσιον	Κ215	215	0.714286	Ὄριον		495.19	ngCJ4G283CTsnDJOoCL03LJLGDbRsKpHRCUmnGJO	0.833333		0
137738	Ὀρνεαί ἢ Ὀρνεαί		12797	Οἰνειάδαι	Ο23	23	0.461538	Ὀρνειαί ἢ Ὀρνεαί		496.1	ngDK4H384DKtpEKHpDW14MKWHDcStLqISDLnpHKH	0.928571		0
137757	Πανδατερία	5	2457	Κάνδαρα	Κ55	55	0.600000	Πανδατερία	Π21	500.16	ngYF6G485ZPojZFUkZ526HFRCYxNoGlHNZQijCFU	1.000000		0
137760	Πανός		11934	Ὄανος	Ο2	2	0.800000	Πανός	Π24	501.7	ngBI6v788Byr8CIXnBK5oKIUFBaQrJowQBzl8FIX	1.000000	25155	0
137761	Πανὸς πόλις		2495	Καρόπολις	Κ93	93	0.700000	Πανὸς πόλις	Π25	501.9	ngCJ6w889Cps9DJaoDL63LJxGEVRsKpxRC8m9GJa	1.000000	25156	0
137784	Παρυθαιοί	2	25171	Παρθυαῖοι	Π48	48	0.777778	Παραυαῖοι	Π37	503.6	ngOV8e081OFe0PVKaOn8zXVDSQHDeWbfDOGy0SVK	0.777778	26660	0
137824	Πέρηνη (Θρᾴκης)		26733	Πέρινθος	Π110	110	0.500000	Γεράνθραι	Γ56	203.13	ngOV5A485OVeyPVAaPn2bXVPSOnDeWbBDOWyySVA	0.500000	121820	0
137875	Πλάκη		8976	Μαλάκη	Μ35	35	0.666667	Πλάκη	Π172	525.14	ngBI1B586BSr9CIznB637KKmFB6PlJowQDJloFIN	1.000000	28361	0
137887	ληξιν		80227	Ἀλήσιον		201	0.571429	Ἀλήσιον	Α201	72.17	ngDK1D788DKt1EKVpEM52MKAHDWStLqESDLn1HKV	0.571429		0
137912	Ποφμία καὶ Ποφμίον		25157	Παντικάπαιον	Π26	26	0.500000	Πορθμία καὶ Πορθμίον	Π213	533.4	ngQX5C687Qng8RXocQZ47ZXZURpFgYdDFQoa8UXo	0.777778	28395	0
137927	Πραικία / Πραικες		28342	Πικίαντες	Π153	153	0.500000	Πρακίαι καὶ Πρᾶκες	Π227	534.7	ngEL7y081ELuoFLcqEd84NLNIEdTuMrzTEMooILc	0.687500	30082	0
137931	Πραισαί		28407	Πραισός	Π225	225	0.714286	Βραισοί	Β160	184.7	ngRY5Z788TYh8SYhdSK59AYOVRKGhZeAGTZb8VYh	0.714286	115324	0
